Disease,Symptom_1,Symptom_2,Symptom_3,Symptom_4,Symptom_5,Symptom_6,Symptom_7,Symptom_8,Symptom_9,Symptom_10,Symptom_11,Symptom_12,Symptom_13,Symptom_14,Symptom_15,Symptom_16,Symptom_17
peptic_ulcer_diseae,passage_of_gases,internal_itching,abdominal_pain,vomiting,,,,,,,,,,,,,
peptic_ulcer_diseae,vomiting,indigestion,internal_itching,passage_of_gases,abdominal_pain,loss_of_appetite,,,,,,,,,,,
peptic_ulcer_diseae,vomiting,abdominal_pain,loss_of_appetite,indigestion,passage_of_gases,internal_itching,,,,,,,,,,,
peptic_ulcer_diseae,vomiting,indigestion,loss_of_appetite,abdominal_pain,internal_itching,,,,,,,,,,,,
peptic_ulcer_diseae,internal_itching,abdominal_pain,vomiting,,,,,,,,,,,,,,
peptic_ulcer_diseae,indigestion,passage_of_gases,vomiting,loss_of_appetite,abdominal_pain,,,,,,,,,,,,
peptic_ulcer_diseae,loss_of_appetite,indigestion,passage_of_gases,abdominal_pain,internal_itching,,,,,,,,,,,,
peptic_ulcer_diseae,loss_of_appetite,internal_itching,abdominal_pain,vomiting,passage_of_gases,,,,,,,,,,,,
peptic_ulcer_diseae,abdominal_pain,indigestion,loss_of_appetite,vomiting,internal_itching,passage_of_gases,,,,,,,,,,,
peptic_ulcer_diseae,loss_of_appetite,internal_itching,abdominal_pain,,,,,,,,,,,,,,
peptic_ulcer_diseae,indigestion,internal_itching,vomiting,loss_of_appetite,,,,,,,,,,,,,
peptic_ulcer_diseae,abdominal_pain,vomiting,loss_of_appetite,passage_of_gases,,,,,,,,,,,,,
peptic_ulcer_diseae,loss_of_appetite,vomiting,abdominal_pain,indigestion,internal_itching,,,,,,,,,,,,
peptic_ulcer_diseae,loss_of_appetite,indigestion,vomiting,internal_itching,abdominal_pain,,,,,,,,,,,,
peptic_ulcer_diseae,indigestion,vomiting,internal_itching,,,,,,,,,,,,,,
peptic_ulcer_diseae,passage_of_gases,indigestion,loss_of_appetite,internal_itching,abdominal_pain,vomiting,,,,,,,,,,,
peptic_ulcer_diseae,internal_itching,passage_of_gases,vomiting,loss_of_appetite,indigestion,,,,,,,,,,,,
peptic_ulcer_diseae,passage_of_gases,vomiting,internal_itching,loss_of_appetite,,,,,,,,,,,,,
peptic_ulcer_diseae,abdominal_pain,indigestion,vomiting,,,,,,,,,,,,,,
peptic_ulcer_diseae,abdominal_pain,loss_of_appetite,passage_of_gases,,,,,,,,,,,,,,
peptic_ulcer_diseae,indigestion,vomiting,internal_itching,loss_of_appetite,,,,,,,,,,,,,
peptic_ulcer_diseae,indigestion,vomiting,passage_of_gases,abdominal_pain,internal_itching,loss_of_appetite,,,,,,,,,,,
peptic_ulcer_diseae,vomiting,indigestion,abdominal_pain,internal_itching,,,,,,,,,,,,,
peptic_ulcer_diseae,passage_of_gases,internal_itching,abdominal_pain,indigestion,,,,,,,,,,,,,
peptic_ulcer_diseae,abdominal_pain,loss_of_appetite,vomiting,passage_of_gases,internal_itching,,,,,,,,,,,,
peptic_ulcer_diseae,loss_of_appetite,vomiting,abdominal_pain,internal_itching,indigestion,passage_of_gases,,,,,,,,,,,
peptic_ulcer_diseae,indigestion,internal_itching,passage_of_gases,vomiting,abdominal_pain,,,,,,,,,,,,
peptic_ulcer_diseae,loss_of_appetite,indigestion,abdominal_pain,,,,,,,,,,,,,,
peptic_ulcer_diseae,passage_of_gases,vomiting,abdominal_pain,,,,,,,,,,,,,,
peptic_ulcer_diseae,passage_of_gases,indigestion,abdominal_pain,vomiting,loss_of_appetite,internal_itching,,,,,,,,,,,
peptic_ulcer_diseae,passage_of_gases,abdominal_pain,loss_of_appetite,indigestion,vomiting,,,,,,,,,,,,
peptic_ulcer_diseae,passage_of_gases,indigestion,abdominal_pain,vomiting,loss_of_appetite,,,,,,,,,,,,
peptic_ulcer_diseae,loss_of_appetite,vomiting,internal_itching,,,,,,,,,,,,,,
peptic_ulcer_diseae,internal_itching,passage_of_gases,loss_of_appetite,abdominal_pain,vomiting,,,,,,,,,,,,
peptic_ulcer_diseae,internal_itching,passage_of_gases,indigestion,abdominal_pain,vomiting,loss_of_appetite,,,,,,,,,,,
peptic_ulcer_diseae,vomiting,passage_of_gases,indigestion,abdominal_pain,internal_itching,,,,,,,,,,,,
peptic_ulcer_diseae,passage_of_gases,loss_of_appetite,internal_itching,,,,,,,,,,,,,,
peptic_ulcer_diseae,loss_of_appetite,indigestion,vomiting,internal_itching,,,,,,,,,,,,,
peptic_ulcer_diseae,indigestion,passage_of_gases,loss_of_appetite,,,,,,,,,,,,,,
peptic_ulcer_diseae,internal_itching,abdominal_pain,indigestion,passage_of_gases,,,,,,,,,,,,,
peptic_ulcer_diseae,vomiting,passage_of_gases,internal_itching,,,,,,,,,,,,,,
peptic_ulcer_diseae,abdominal_pain,internal_itching,passage_of_gases,vomiting,loss_of_appetite,,,,,,,,,,,,
peptic_ulcer_diseae,passage_of_gases,loss_of_appetite,internal_itching,,,,,,,,,,,,,,
peptic_ulcer_diseae,vomiting,internal_itching,indigestion,,,,,,,,,,,,,,
peptic_ulcer_diseae,internal_itching,abdominal_pain,passage_of_gases,loss_of_appetite,indigestion,,,,,,,,,,,,
peptic_ulcer_diseae,internal_itching,indigestion,passage_of_gases,vomiting,abdominal_pain,loss_of_appetite,,,,,,,,,,,
peptic_ulcer_diseae,loss_of_appetite,internal_itching,passage_of_gases,vomiting,indigestion,abdominal_pain,,,,,,,,,,,
peptic_ulcer_diseae,vomiting,passage_of_gases,abdominal_pain,loss_of_appetite,,,,,,,,,,,,,
peptic_ulcer_diseae,abdominal_pain,indigestion,internal_itching,,,,,,,,,,,,,,
peptic_ulcer_diseae,passage_of_gases,vomiting,loss_of_appetite,internal_itching,indigestion,,,,,,,,,,,,
peptic_ulcer_diseae,abdominal_pain,indigestion,passage_of_gases,internal_itching,vomiting,loss_of_appetite,,,,,,,,,,,
peptic_ulcer_diseae,loss_of_appetite,passage_of_gases,internal_itching,abdominal_pain,indigestion,vomiting,,,,,,,,,,,
peptic_ulcer_diseae,vomiting,abdominal_pain,passage_of_gases,indigestion,,,,,,,,,,,,,
peptic_ulcer_diseae,loss_of_appetite,indigestion,internal_itching,,,,,,,,,,,,,,
peptic_ulcer_diseae,loss_of_appetite,vomiting,passage_of_gases,,,,,,,,,,,,,,
peptic_ulcer_diseae,abdominal_pain,loss_of_appetite,indigestion,,,,,,,,,,,,,,
aids,extra_marital_contacts,high_fever,patches_in_throat,muscle_wasting,,,,,,,,,,,,,
aids,patches_in_throat,extra_marital_contacts,high_fever,,,,,,,,,,,,,,
aids,patches_in_throat,extra_marital_contacts,high_fever,muscle_wasting,,,,,,,,,,,,,
aids,high_fever,extra_marital_contacts,muscle_wasting,,,,,,,,,,,,,,
aids,muscle_wasting,patches_in_throat,extra_marital_contacts,high_fever,,,,,,,,,,,,,
aids,patches_in_throat,high_fever,muscle_wasting,,,,,,,,,,,,,,
aids,high_fever,extra_marital_contacts,patches_in_throat,,,,,,,,,,,,,,
aids,muscle_wasting,patches_in_throat,extra_marital_contacts,,,,,,,,,,,,,,
aids,muscle_wasting,extra_marital_contacts,patches_in_throat,,,,,,,,,,,,,,
aids,high_fever,patches_in_throat,extra_marital_contacts,muscle_wasting,,,,,,,,,,,,,
aids,high_fever,muscle_wasting,patches_in_throat,extra_marital_contacts,,,,,,,,,,,,,
aids,muscle_wasting,extra_marital_contacts,patches_in_throat,high_fever,,,,,,,,,,,,,
aids,muscle_wasting,patches_in_throat,extra_marital_contacts,high_fever,,,,,,,,,,,,,
aids,high_fever,patches_in_throat,extra_marital_contacts,muscle_wasting,,,,,,,,,,,,,
aids,patches_in_throat,high_fever,muscle_wasting,,,,,,,,,,,,,,
aids,extra_marital_contacts,high_fever,patches_in_throat,,,,,,,,,,,,,,
aids,muscle_wasting,high_fever,patches_in_throat,,,,,,,,,,,,,,
aids,high_fever,patches_in_throat,extra_marital_contacts,muscle_wasting,,,,,,,,,,,,,
aids,patches_in_throat,extra_marital_contacts,muscle_wasting,,,,,,,,,,,,,,
aids,high_fever,extra_marital_contacts,patches_in_throat,muscle_wasting,,,,,,,,,,,,,
aids,high_fever,muscle_wasting,patches_in_throat,,,,,,,,,,,,,,
aids,high_fever,extra_marital_contacts,muscle_wasting,,,,,,,,,,,,,,
aids,muscle_wasting,extra_marital_contacts,patches_in_throat,high_fever,,,,,,,,,,,,,
aids,extra_marital_contacts,patches_in_throat,high_fever,muscle_wasting,,,,,,,,,,,,,
aids,extra_marital_contacts,muscle_wasting,patches_in_throat,high_fever,,,,,,,,,,,,,
aids,extra_marital_contacts,muscle_wasting,high_fever,,,,,,,,,,,,,,
aids,high_fever,patches_in_throat,muscle_wasting,extra_marital_contacts,,,,,,,,,,,,,
aids,patches_in_throat,extra_marital_contacts,high_fever,,,,,,,,,,,,,,
aids,patches_in_throat,extra_marital_contacts,muscle_wasting,high_fever,,,,,,,,,,,,,
aids,high_fever,extra_marital_contacts,muscle_wasting,patches_in_throat,,,,,,,,,,,,,
aids,muscle_wasting,patches_in_throat,high_fever,,,,,,,,,,,,,,
aids,patches_in_throat,high_fever,muscle_wasting,,,,,,,,,,,,,,
aids,muscle_wasting,extra_marital_contacts,patches_in_throat,high_fever,,,,,,,,,,,,,
aids,extra_marital_contacts,patches_in_throat,high_fever,muscle_wasting,,,,,,,,,,,,,
aids,patches_in_throat,high_fever,extra_marital_contacts,,,,,,,,,,,,,,
aids,high_fever,extra_marital_contacts,muscle_wasting,,,,,,,,,,,,,,
aids,muscle_wasting,high_fever,extra_marital_contacts,,,,,,,,,,,,,,
aids,high_fever,patches_in_throat,muscle_wasting,,,,,,,,,,,,,,
aids,extra_marital_contacts,high_fever,patches_in_throat,,,,,,,,,,,,,,
aids,muscle_wasting,extra_marital_contacts,patches_in_throat,,,,,,,,,,,,,,
aids,extra_marital_contacts,high_fever,patches_in_throat,muscle_wasting,,,,,,,,,,,,,
aids,high_fever,patches_in_throat,extra_marital_contacts,,,,,,,,,,,,,,
aids,patches_in_throat,extra_marital_contacts,muscle_wasting,,,,,,,,,,,,,,
aids,patches_in_throat,high_fever,muscle_wasting,,,,,,,,,,,,,,
aids,muscle_wasting,high_fever,extra_marital_contacts,,,,,,,,,,,,,,
aids,high_fever,extra_marital_contacts,muscle_wasting,,,,,,,,,,,,,,
aids,high_fever,extra_marital_contacts,muscle_wasting,patches_in_throat,,,,,,,,,,,,,
aids,muscle_wasting,extra_marital_contacts,high_fever,,,,,,,,,,,,,,
aids,extra_marital_contacts,patches_in_throat,muscle_wasting,high_fever,,,,,,,,,,,,,
aids,patches_in_throat,muscle_wasting,high_fever,extra_marital_contacts,,,,,,,,,,,,,
aids,muscle_wasting,high_fever,patches_in_throat,extra_marital_contacts,,,,,,,,,,,,,
aids,muscle_wasting,high_fever,extra_marital_contacts,patches_in_throat,,,,,,,,,,,,,
aids,muscle_wasting,patches_in_throat,extra_marital_contacts,,,,,,,,,,,,,,
aids,high_fever,extra_marital_contacts,muscle_wasting,,,,,,,,,,,,,,
aids,extra_marital_contacts,patches_in_throat,muscle_wasting,high_fever,,,,,,,,,,,,,
aids,patches_in_throat,high_fever,extra_marital_contacts,muscle_wasting,,,,,,,,,,,,,
aids,muscle_wasting,extra_marital_contacts,high_fever,,,,,,,,,,,,,,
aids,extra_marital_contacts,muscle_wasting,high_fever,,,,,,,,,,,,,,
aids,muscle_wasting,patches_in_throat,extra_marital_contacts,,,,,,,,,,,,,,
aids,high_fever,patches_in_throat,extra_marital_contacts,muscle_wasting,,,,,,,,,,,,,
aids,patches_in_throat,muscle_wasting,extra_marital_contacts,,,,,,,,,,,,,,
aids,high_fever,patches_in_throat,muscle_wasting,extra_marital_contacts,,,,,,,,,,,,,
aids,muscle_wasting,extra_marital_contacts,high_fever,,,,,,,,,,,,,,
aids,high_fever,patches_in_throat,extra_marital_contacts,muscle_wasting,,,,,,,,,,,,,
aids,high_fever,muscle_wasting,extra_marital_contacts,patches_in_throat,,,,,,,,,,,,,
aids,extra_marital_contacts,patches_in_throat,high_fever,muscle_wasting,,,,,,,,,,,,,
aids,patches_in_throat,muscle_wasting,high_fever,extra_marital_contacts,,,,,,,,,,,,,
aids,muscle_wasting,patches_in_throat,high_fever,,,,,,,,,,,,,,
aids,patches_in_throat,high_fever,extra_marital_contacts,muscle_wasting,,,,,,,,,,,,,
aids,patches_in_throat,extra_marital_contacts,high_fever,,,,,,,,,,,,,,
aids,extra_marital_contacts,patches_in_throat,muscle_wasting,,,,,,,,,,,,,,
aids,high_fever,extra_marital_contacts,patches_in_throat,,,,,,,,,,,,,,
aids,patches_in_throat,high_fever,extra_marital_contacts,,,,,,,,,,,,,,
aids,extra_marital_contacts,high_fever,muscle_wasting,,,,,,,,,,,,,,
aids,high_fever,extra_marital_contacts,patches_in_throat,muscle_wasting,,,,,,,,,,,,,
aids,muscle_wasting,high_fever,extra_marital_contacts,,,,,,,,,,,,,,
aids,extra_marital_contacts,muscle_wasting,high_fever,patches_in_throat,,,,,,,,,,,,,
aids,patches_in_throat,extra_marital_contacts,high_fever,muscle_wasting,,,,,,,,,,,,,
aids,extra_marital_contacts,patches_in_throat,muscle_wasting,,,,,,,,,,,,,,
aids,extra_marital_contacts,patches_in_throat,high_fever,,,,,,,,,,,,,,
aids,extra_marital_contacts,patches_in_throat,high_fever,,,,,,,,,,,,,,
aids,extra_marital_contacts,high_fever,muscle_wasting,,,,,,,,,,,,,,
aids,extra_marital_contacts,patches_in_throat,muscle_wasting,,,,,,,,,,,,,,
aids,muscle_wasting,high_fever,patches_in_throat,,,,,,,,,,,,,,
aids,extra_marital_contacts,patches_in_throat,high_fever,,,,,,,,,,,,,,
aids,patches_in_throat,extra_marital_contacts,high_fever,,,,,,,,,,,,,,
aids,high_fever,extra_marital_contacts,patches_in_throat,muscle_wasting,,,,,,,,,,,,,
aids,patches_in_throat,muscle_wasting,extra_marital_contacts,,,,,,,,,,,,,,
aids,high_fever,extra_marital_contacts,patches_in_throat,muscle_wasting,,,,,,,,,,,,,
aids,patches_in_throat,extra_marital_contacts,muscle_wasting,,,,,,,,,,,,,,
aids,muscle_wasting,patches_in_throat,extra_marital_contacts,high_fever,,,,,,,,,,,,,
aids,extra_marital_contacts,muscle_wasting,patches_in_throat,,,,,,,,,,,,,,
aids,high_fever,muscle_wasting,patches_in_throat,,,,,,,,,,,,,,
aids,muscle_wasting,patches_in_throat,high_fever,,,,,,,,,,,,,,
aids,extra_marital_contacts,muscle_wasting,high_fever,,,,,,,,,,,,,,
aids,extra_marital_contacts,high_fever,muscle_wasting,patches_in_throat,,,,,,,,,,,,,
aids,muscle_wasting,patches_in_throat,high_fever,,,,,,,,,,,,,,
aids,extra_marital_contacts,high_fever,muscle_wasting,patches_in_throat,,,,,,,,,,,,,
aids,high_fever,patches_in_throat,extra_marital_contacts,muscle_wasting,,,,,,,,,,,,,
aids,extra_marital_contacts,high_fever,patches_in_throat,,,,,,,,,,,,,,
aids,patches_in_throat,muscle_wasting,high_fever,extra_marital_contacts,,,,,,,,,,,,,
aids,patches_in_throat,high_fever,muscle_wasting,extra_marital_contacts,,,,,,,,,,,,,
aids,high_fever,extra_marital_contacts,patches_in_throat,,,,,,,,,,,,,,
aids,high_fever,patches_in_throat,muscle_wasting,extra_marital_contacts,,,,,,,,,,,,,
aids,extra_marital_contacts,muscle_wasting,high_fever,,,,,,,,,,,,,,
aids,patches_in_throat,extra_marital_contacts,muscle_wasting,,,,,,,,,,,,,,
aids,high_fever,muscle_wasting,extra_marital_contacts,patches_in_throat,,,,,,,,,,,,,
aids,muscle_wasting,patches_in_throat,high_fever,,,,,,,,,,,,,,
aids,patches_in_throat,high_fever,extra_marital_contacts,,,,,,,,,,,,,,
aids,high_fever,extra_marital_contacts,muscle_wasting,,,,,,,,,,,,,,
aids,extra_marital_contacts,patches_in_throat,high_fever,muscle_wasting,,,,,,,,,,,,,
aids,high_fever,muscle_wasting,patches_in_throat,,,,,,,,,,,,,,
aids,high_fever,extra_marital_contacts,muscle_wasting,,,,,,,,,,,,,,
aids,high_fever,patches_in_throat,muscle_wasting,,,,,,,,,,,,,,
aids,patches_in_throat,muscle_wasting,high_fever,,,,,,,,,,,,,,
aids,muscle_wasting,patches_in_throat,high_fever,extra_marital_contacts,,,,,,,,,,,,,
aids,patches_in_throat,high_fever,extra_marital_contacts,,,,,,,,,,,,,,
aids,high_fever,patches_in_throat,muscle_wasting,,,,,,,,,,,,,,
aids,patches_in_throat,extra_marital_contacts,muscle_wasting,,,,,,,,,,,,,,
aids,extra_marital_contacts,high_fever,patches_in_throat,muscle_wasting,,,,,,,,,,,,,
diabetes,increased_appetite,lethargy,restlessness,irregular_sugar_level,fatigue,obesity,weight_loss,polyuria,,,,,,,,,
diabetes,weight_loss,blurred_and_distorted_vision,lethargy,polyuria,increased_appetite,restlessness,irregular_sugar_level,obesity,excessive_hunger,,,,,,,,
diabetes,polyuria,increased_appetite,excessive_hunger,irregular_sugar_level,blurred_and_distorted_vision,fatigue,,,,,,,,,,,
diabetes,blurred_and_distorted_vision,excessive_hunger,lethargy,polyuria,,,,,,,,,,,,,
diabetes,fatigue,blurred_and_distorted_vision,obesity,excessive_hunger,polyuria,lethargy,,,,,,,,,,,
diabetes,increased_appetite,irregular_sugar_level,fatigue,polyuria,restlessness,obesity,lethargy,,,,,,,,,,
diabetes,fatigue,irregular_sugar_level,lethargy,restlessness,increased_appetite,polyuria,blurred_and_distorted_vision,excessive_hunger,obesity,weight_loss,,,,,,,
diabetes,lethargy,obesity,weight_loss,excessive_hunger,irregular_sugar_level,polyuria,,,,,,,,,,,
diabetes,restlessness,fatigue,excessive_hunger,blurred_and_distorted_vision,,,,,,,,,,,,,
diabetes,fatigue,weight_loss,increased_appetite,polyuria,excessive_hunger,restlessness,obesity,irregular_sugar_level,,,,,,,,,
diabetes,irregular_sugar_level,obesity,increased_appetite,lethargy,blurred_and_distorted_vision,excessive_hunger,,,,,,,,,,,
diabetes,blurred_and_distorted_vision,fatigue,obesity,polyuria,increased_appetite,irregular_sugar_level,excessive_hunger,restlessness,lethargy,,,,,,,,
diabetes,weight_loss,blurred_and_distorted_vision,polyuria,,,,,,,,,,,,,,
diabetes,irregular_sugar_level,weight_loss,polyuria,obesity,lethargy,blurred_and_distorted_vision,excessive_hunger,,,,,,,,,,
diabetes,excessive_hunger,restlessness,lethargy,,,,,,,,,,,,,,
diabetes,obesity,increased_appetite,irregular_sugar_level,blurred_and_distorted_vision,weight_loss,,,,,,,,,,,,
diabetes,blurred_and_distorted_vision,fatigue,restlessness,increased_appetite,obesity,polyuria,lethargy,,,,,,,,,,
diabetes,irregular_sugar_level,lethargy,blurred_and_distorted_vision,weight_loss,,,,,,,,,,,,,
diabetes,increased_appetite,restlessness,polyuria,weight_loss,obesity,irregular_sugar_level,excessive_hunger,fatigue,lethargy,,,,,,,,
diabetes,polyuria,fatigue,excessive_hunger,blurred_and_distorted_vision,irregular_sugar_level,,,,,,,,,,,,
diabetes,irregular_sugar_level,weight_loss,polyuria,fatigue,,,,,,,,,,,,,
diabetes,polyuria,excessive_hunger,blurred_and_distorted_vision,restlessness,weight_loss,increased_appetite,,,,,,,,,,,
diabetes,irregular_sugar_level,weight_loss,lethargy,restlessness,,,,,,,,,,,,,
diabetes,excessive_hunger,blurred_and_distorted_vision,irregular_sugar_level,increased_appetite,polyuria,weight_loss,restlessness,obesity,lethargy,fatigue,,,,,,,
diabetes,blurred_and_distorted_vision,lethargy,increased_appetite,,,,,,,,,,,,,,
diabetes,irregular_sugar_level,blurred_and_distorted_vision,restlessness,increased_appetite,obesity,excessive_hunger,lethargy,weight_loss,polyuria,,,,,,,,
diabetes,irregular_sugar_level,excessive_hunger,weight_loss,increased_appetite,blurred_and_distorted_vision,polyuria,fatigue,obesity,,,,,,,,,
diabetes,increased_appetite,lethargy,irregular_sugar_level,blurred_and_distorted_vision,obesity,,,,,,,,,,,,
diabetes,weight_loss,fatigue,increased_appetite,obesity,,,,,,,,,,,,,
diabetes,polyuria,lethargy,fatigue,irregular_sugar_level,restlessness,obesity,increased_appetite,blurred_and_distorted_vision,excessive_hunger,,,,,,,,
diabetes,obesity,lethargy,irregular_sugar_level,weight_loss,increased_appetite,excessive_hunger,fatigue,polyuria,,,,,,,,,
diabetes,increased_appetite,fatigue,lethargy,obesity,irregular_sugar_level,weight_loss,blurred_and_distorted_vision,excessive_hunger,,,,,,,,,
diabetes,restlessness,polyuria,excessive_hunger,increased_appetite,fatigue,,,,,,,,,,,,
diabetes,excessive_hunger,lethargy,weight_loss,restlessness,obesity,polyuria,,,,,,,,,,,
diabetes,lethargy,increased_appetite,blurred_and_distorted_vision,,,,,,,,,,,,,,
diabetes,excessive_hunger,polyuria,fatigue,increased_appetite,blurred_and_distorted_vision,restlessness,obesity,irregular_sugar_level,weight_loss,,,,,,,,
diabetes,polyuria,increased_appetite,restlessness,lethargy,blurred_and_distorted_vision,obesity,excessive_hunger,,,,,,,,,,
diabetes,increased_appetite,irregular_sugar_level,obesity,weight_loss,,,,,,,,,,,,,
diabetes,blurred_and_distorted_vision,polyuria,excessive_hunger,obesity,lethargy,irregular_sugar_level,fatigue,restlessness,increased_appetite,,,,,,,,
diabetes,restlessness,lethargy,weight_loss,irregular_sugar_level,blurred_and_distorted_vision,polyuria,excessive_hunger,fatigue,obesity,increased_appetite,,,,,,,
diabetes,polyuria,weight_loss,lethargy,excessive_hunger,restlessness,fatigue,obesity,blurred_and_distorted_vision,,,,,,,,,
diabetes,excessive_hunger,lethargy,restlessness,blurred_and_distorted_vision,increased_appetite,fatigue,weight_loss,irregular_sugar_level,polyuria,obesity,,,,,,,
diabetes,increased_appetite,fatigue,restlessness,polyuria,weight_loss,,,,,,,,,,,,
diabetes,restlessness,increased_appetite,obesity,irregular_sugar_level,excessive_hunger,fatigue,polyuria,,,,,,,,,,
diabetes,lethargy,excessive_hunger,increased_appetite,obesity,,,,,,,,,,,,,
diabetes,restlessness,lethargy,obesity,irregular_sugar_level,weight_loss,excessive_hunger,blurred_and_distorted_vision,polyuria,increased_appetite,fatigue,,,,,,,
diabetes,excessive_hunger,weight_loss,lethargy,polyuria,obesity,increased_appetite,fatigue,blurred_and_distorted_vision,,,,,,,,,
diabetes,increased_appetite,polyuria,obesity,excessive_hunger,weight_loss,irregular_sugar_level,,,,,,,,,,,
diabetes,restlessness,excessive_hunger,fatigue,obesity,,,,,,,,,,,,,
diabetes,weight_loss,excessive_hunger,restlessness,irregular_sugar_level,,,,,,,,,,,,,
diabetes,obesity,increased_appetite,polyuria,,,,,,,,,,,,,,
diabetes,fatigue,increased_appetite,obesity,weight_loss,lethargy,blurred_and_distorted_vision,restlessness,irregular_sugar_level,,,,,,,,,
diabetes,obesity,restlessness,irregular_sugar_level,lethargy,,,,,,,,,,,,,
diabetes,weight_loss,irregular_sugar_level,obesity,restlessness,polyuria,fatigue,,,,,,,,,,,
diabetes,polyuria,increased_appetite,weight_loss,,,,,,,,,,,,,,
diabetes,obesity,lethargy,blurred_and_distorted_vision,,,,,,,,,,,,,,
diabetes,blurred_and_distorted_vision,weight_loss,restlessness,lethargy,polyuria,irregular_sugar_level,excessive_hunger,increased_appetite,obesity,,,,,,,,
diabetes,polyuria,irregular_sugar_level,obesity,excessive_hunger,weight_loss,lethargy,increased_appetite,fatigue,,,,,,,,,
diabetes,increased_appetite,polyuria,excessive_hunger,restlessness,obesity,irregular_sugar_level,blurred_and_distorted_vision,lethargy,,,,,,,,,
diabetes,restlessness,weight_loss,lethargy,excessive_hunger,blurred_and_distorted_vision,increased_appetite,fatigue,obesity,irregular_sugar_level,,,,,,,,
diabetes,increased_appetite,fatigue,restlessness,lethargy,blurred_and_distorted_vision,polyuria,irregular_sugar_level,obesity,,,,,,,,,
diabetes,polyuria,obesity,weight_loss,fatigue,restlessness,excessive_hunger,blurred_and_distorted_vision,increased_appetite,lethargy,irregular_sugar_level,,,,,,,
diabetes,polyuria,increased_appetite,irregular_sugar_level,blurred_and_distorted_vision,excessive_hunger,fatigue,weight_loss,restlessness,lethargy,,,,,,,,
diabetes,fatigue,lethargy,irregular_sugar_level,weight_loss,polyuria,excessive_hunger,obesity,restlessness,blurred_and_distorted_vision,increased_appetite,,,,,,,
diabetes,lethargy,fatigue,restlessness,increased_appetite,excessive_hunger,polyuria,blurred_and_distorted_vision,irregular_sugar_level,,,,,,,,,
diabetes,obesity,lethargy,fatigue,blurred_and_distorted_vision,polyuria,excessive_hunger,irregular_sugar_level,restlessness,weight_loss,,,,,,,,
diabetes,blurred_and_distorted_vision,irregular_sugar_level,lethargy,increased_appetite,weight_loss,excessive_hunger,obesity,restlessness,,,,,,,,,
diabetes,irregular_sugar_level,restlessness,obesity,,,,,,,,,,,,,,
diabetes,increased_appetite,weight_loss,irregular_sugar_level,restlessness,,,,,,,,,,,,,
diabetes,increased_appetite,irregular_sugar_level,polyuria,blurred_and_distorted_vision,,,,,,,,,,,,,
diabetes,obesity,excessive_hunger,lethargy,polyuria,restlessness,increased_appetite,irregular_sugar_level,blurred_and_distorted_vision,fatigue,weight_loss,,,,,,,
diabetes,irregular_sugar_level,weight_loss,obesity,blurred_and_distorted_vision,,,,,,,,,,,,,
diabetes,lethargy,blurred_and_distorted_vision,obesity,restlessness,irregular_sugar_level,increased_appetite,,,,,,,,,,,
diabetes,irregular_sugar_level,lethargy,polyuria,,,,,,,,,,,,,,
diabetes,obesity,blurred_and_distorted_vision,weight_loss,irregular_sugar_level,,,,,,,,,,,,,
diabetes,excessive_hunger,blurred_and_distorted_vision,increased_appetite,weight_loss,irregular_sugar_level,,,,,,,,,,,,
diabetes,restlessness,lethargy,excessive_hunger,blurred_and_distorted_vision,weight_loss,obesity,irregular_sugar_level,,,,,,,,,,
diabetes,lethargy,polyuria,increased_appetite,obesity,weight_loss,irregular_sugar_level,restlessness,,,,,,,,,,
diabetes,weight_loss,polyuria,increased_appetite,blurred_and_distorted_vision,obesity,,,,,,,,,,,,
diabetes,polyuria,fatigue,increased_appetite,obesity,lethargy,restlessness,irregular_sugar_level,weight_loss,blurred_and_distorted_vision,excessive_hunger,,,,,,,
diabetes,increased_appetite,irregular_sugar_level,obesity,weight_loss,polyuria,,,,,,,,,,,,
diabetes,fatigue,increased_appetite,obesity,lethargy,irregular_sugar_level,,,,,,,,,,,,
diabetes,increased_appetite,blurred_and_distorted_vision,obesity,,,,,,,,,,,,,,
diabetes,excessive_hunger,weight_loss,polyuria,restlessness,blurred_and_distorted_vision,,,,,,,,,,,,
diabetes,fatigue,lethargy,obesity,,,,,,,,,,,,,,
diabetes,blurred_and_distorted_vision,polyuria,irregular_sugar_level,weight_loss,,,,,,,,,,,,,
diabetes,lethargy,irregular_sugar_level,excessive_hunger,increased_appetite,restlessness,blurred_and_distorted_vision,weight_loss,,,,,,,,,,
diabetes,obesity,lethargy,polyuria,blurred_and_distorted_vision,restlessness,excessive_hunger,increased_appetite,weight_loss,irregular_sugar_level,fatigue,,,,,,,
diabetes,polyuria,lethargy,weight_loss,blurred_and_distorted_vision,restlessness,,,,,,,,,,,,
diabetes,increased_appetite,obesity,polyuria,weight_loss,excessive_hunger,blurred_and_distorted_vision,,,,,,,,,,,
diabetes,fatigue,restlessness,obesity,lethargy,weight_loss,irregular_sugar_level,increased_appetite,blurred_and_distorted_vision,excessive_hunger,polyuria,,,,,,,
diabetes,obesity,weight_loss,restlessness,,,,,,,,,,,,,,
diabetes,lethargy,irregular_sugar_level,excessive_hunger,,,,,,,,,,,,,,
diabetes,excessive_hunger,blurred_and_distorted_vision,irregular_sugar_level,restlessness,,,,,,,,,,,,,
